,ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,weekly,weekly_lower,weekly_upper,yearly,yearly_lower,yearly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
45,2020-12-04,100.05370852910943,99.72394788815217,100.51686233844295,100.05370852910943,100.05370852910943,0.05341618080523909,0.05341618080523909,0.05341618080523909,0.05319384704191642,0.05319384704191642,0.05319384704191642,0.0002223337633226764,0.0002223337633226764,0.0002223337633226764,0.0,0.0,0.0,100.10712470991467
46,2020-12-07,100.06770640085367,99.73471924210465,100.50473987578413,100.06770640085367,100.06770640085367,0.04262975032890007,0.04262975032890007,0.04262975032890007,0.038564266235397604,0.038564266235397604,0.038564266235397604,0.004065484093502459,0.004065484093502459,0.004065484093502459,0.0,0.0,0.0,100.11033615118257
47,2020-12-08,100.07237235810175,99.7123260633308,100.48726873679479,100.07237235810175,100.07237235810175,0.018434929133684854,0.018434929133684854,0.018434929133684854,0.017129744539943394,0.017129744539943394,0.017129744539943394,0.0013051845937414603,0.0013051845937414603,0.0013051845937414603,0.0,0.0,0.0,100.09080728723544
48,2020-12-09,100.07703831534981,99.73038871051806,100.52248879597497,100.07703831534981,100.07703831534981,0.04921291103201439,0.04921291103201439,0.04921291103201439,0.05265669104572544,0.05265669104572544,0.05265669104572544,-0.0034437800137110514,-0.0034437800137110514,-0.0034437800137110514,0.0,0.0,0.0,100.12625122638183
49,2020-12-10,100.08170427259789,99.75124028585601,100.54526183249061,100.08170427259789,100.08170427259789,0.048047378907926395,0.048047378907926395,0.048047378907926395,0.05818865212073375,0.05818865212073375,0.05818865212073375,-0.010141273212807349,-0.010141273212807349,-0.010141273212807349,0.0,0.0,0.0,100.12975165150581
50,2020-12-11,100.08637022984597,99.71901047212499,100.4896313339201,100.08637022984597,100.08637022984597,0.03445909963964811,0.03445909963964811,0.03445909963964811,0.0531938470417864,0.0531938470417864,0.0531938470417864,-0.018734747402138298,-0.018734747402138298,-0.018734747402138298,0.0,0.0,0.0,100.12082932948562
51,2020-12-14,100.10036810159019,99.67718114800985,100.49088962840302,100.10036810159019,100.10036810159019,-0.016635879868666322,-0.016635879868666322,-0.016635879868666322,0.03856426623535757,0.03856426623535757,0.03856426623535757,-0.055200146104023885,-0.055200146104023885,-0.055200146104023885,0.0,0.0,0.0,100.08373222172152
52,2020-12-15,100.10503405883827,99.64476555208482,100.41236239725312,100.10503405883827,100.10503405883827,-0.05350749119293017,-0.05350749119293017,-0.05350749119293017,0.0171297445400361,0.0171297445400361,0.0171297445400361,-0.07063723573296626,-0.07063723573296626,-0.07063723573296626,0.0,0.0,0.0,100.05152656764534
53,2020-12-16,100.10970001608635,99.71057466087987,100.43255265523146,100.10970001608635,100.10970001608635,-0.034896242307837166,-0.034896242307837166,-0.034896242307837166,0.052656691045757154,0.052656691045757154,0.052656691045757154,-0.08755293335359432,-0.08755293335359432,-0.08755293335359432,0.0,0.0,0.0,100.07480377377851
54,2020-12-17,100.11436597333442,99.66291489288031,100.46408424394083,100.11436597333442,100.11436597333442,-0.04764853615192964,-0.04764853615192964,-0.04764853615192964,0.058188652120784494,0.058188652120784494,0.058188652120784494,-0.10583718827271413,-0.10583718827271413,-0.10583718827271413,0.0,0.0,0.0,100.06671743718249
