,ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,weekly,weekly_lower,weekly_upper,yearly,yearly_lower,yearly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat,actual
41,1985-11-27,121.42822703494232,-797.029988928149,968.5260594187824,121.42822703494232,121.42822703494232,28.843060504371298,28.843060504371298,28.843060504371298,3.363716534334091,3.363716534334091,3.363716534334091,25.479343970037206,25.479343970037206,25.479343970037206,0.0,0.0,0.0,150.27128753931362,125.7699966430664
42,1985-11-29,121.56391930350664,-743.5531156340917,1023.9131515104948,121.56391930350664,121.56391930350664,20.9977154706085,20.9977154706085,20.9977154706085,-4.926578529316555,-4.926578529316555,-4.926578529316555,25.92429399992506,25.92429399992506,25.92429399992506,0.0,0.0,0.0,142.56163477411513,126.05999755859375
43,1985-12-02,121.7674577063531,-727.9185280224086,1045.8693339326253,121.7674577063531,121.7674577063531,28.30429180423049,28.30429180423049,28.30429180423049,3.4718795045077173,3.4718795045077173,3.4718795045077173,24.832412299722776,24.832412299722776,24.832412299722776,0.0,0.0,0.0,150.0717495105836,125.18499755859375
44,1985-12-03,121.83530384063528,-720.7930394823784,1019.4868051381255,121.83530384063528,121.83530384063528,25.66079456282911,25.66079456282911,25.66079456282911,1.6518667565768617,1.6518667565768617,1.6518667565768617,24.00892780625225,24.00892780625225,24.00892780625225,0.0,0.0,0.0,147.49609840346437,125.2300033569336
45,1985-12-04,121.90314997491743,-726.2715654050933,1099.9490929420758,121.90314997491743,121.90314997491743,26.339113870731833,26.339113870731833,26.339113870731833,3.3637165343343236,3.3637165343343236,3.3637165343343236,22.975397336397506,22.975397336397506,22.975397336397506,0.0,0.0,0.0,148.24226384564926,127.94000244140625
46,1985-12-05,121.97099610919958,-730.4152775436149,1028.7197579036597,121.97099610919958,121.97099610919958,24.18868204325055,24.18868204325055,24.18868204325055,2.4371643160457177,2.4371643160457177,2.4371643160457177,21.75151772720483,21.75151772720483,21.75151772720483,0.0,0.0,0.0,146.1596781524501,128.4600067138672
47,1985-12-06,122.03884224348174,-734.683962137379,1040.8104794936326,122.03884224348174,122.03884224348174,15.435200811225446,15.435200811225446,15.435200811225446,-4.9265785293219535,-4.9265785293219535,-4.9265785293219535,20.3617793405474,20.3617793405474,20.3617793405474,0.0,0.0,0.0,137.47404305470718,126.95500183105469
48,1985-12-09,122.24238064632821,-769.0546824578674,1011.4654173964744,122.24238064632821,122.24238064632821,18.974245991943405,18.974245991943405,18.974245991943405,3.471879504506676,3.471879504506676,3.471879504506676,15.50236648743673,15.50236648743673,15.50236648743673,0.0,0.0,0.0,141.21662663827163,127.48500061035156
49,1985-12-10,122.31022678061036,-728.7864145105516,1044.7788533408252,122.31022678061036,122.31022678061036,15.42092795034325,15.42092795034325,15.42092795034325,1.6518667565763996,1.6518667565763996,1.6518667565763996,13.769061193766852,13.769061193766852,13.769061193766852,0.0,0.0,0.0,137.73115473095362,127.9749984741211
50,1985-12-11,122.37807291489251,-671.0190065006777,1014.7825733981862,122.37807291489251,122.37807291489251,15.405449672632384,15.405449672632384,15.405449672632384,3.363716534334879,3.363716534334879,3.363716534334879,12.041733138297504,12.041733138297504,12.041733138297504,0.0,0.0,0.0,137.78352258752489,129.17999267578125
51,1985-12-12,122.44591904917468,-797.4804478264759,986.1406955616478,122.44591904917468,122.44591904917468,12.795852486369041,12.795852486369041,12.795852486369041,2.437164316049811,2.437164316049811,2.437164316049811,10.35868817031923,10.35868817031923,10.35868817031923,0.0,0.0,0.0,135.2417715355437,129.76499938964844
52,1985-12-13,122.51376518345684,-776.149262142893,945.1850760578731,122.51376518345684,122.51376518345684,3.830703578992808,3.830703578992808,3.830703578992808,-4.926578529318211,-4.926578529318211,-4.926578529318211,8.757282108311019,8.757282108311019,8.757282108311019,0.0,0.0,0.0,126.34446876244965,132.125
53,1985-12-16,122.7173035863033,-735.5622358679492,1001.4313551600487,122.7173035863033,122.7173035863033,8.253491385853671,8.253491385853671,8.253491385853671,3.4718795045109005,3.4718795045109005,3.4718795045109005,4.78161188134277,4.78161188134277,4.78161188134277,0.0,0.0,0.0,130.97079497215697,132.61000061035156
54,1985-12-17,122.78514972058547,-708.2361387009696,1052.3781146729907,122.78514972058547,122.78514972058547,5.479372688871205,5.479372688871205,5.479372688871205,1.6518667565765779,1.6518667565765779,1.6518667565765779,3.8275059322946268,3.8275059322946268,3.8275059322946268,0.0,0.0,0.0,128.26452240945667,131.53500366210938
55,1985-12-18,122.85299585486763,-715.1185147767787,984.9932198558872,122.85299585486763,122.85299585486763,6.458394454543252,6.458394454543252,6.458394454543252,3.363716534335112,3.363716534335112,3.363716534335112,3.0946779202081403,3.0946779202081403,3.0946779202081403,0.0,0.0,0.0,129.31139030941088,131.13999938964844
56,1985-12-19,122.92084198914978,-705.957854787536,1006.7613089358166,122.92084198914978,122.92084198914978,5.033351519115055,5.033351519115055,5.033351519115055,2.4371643160432725,2.4371643160432725,2.4371643160432725,2.596187203071782,2.596187203071782,2.596187203071782,0.0,0.0,0.0,127.95419350826484,131.9250030517578
57,1985-12-20,122.98868812343194,-777.8206750458584,1037.021964251935,122.98868812343194,122.98868812343194,-2.5876779966374546,-2.5876779966374546,-2.5876779966374546,-4.926578529316755,-4.926578529316755,-4.926578529316755,2.3389005326793,2.3389005326793,2.3389005326793,0.0,0.0,0.0,120.40101012679449,132.25999450683594
58,1985-12-23,123.19222652627842,-765.005753225417,959.864452453595,123.19222652627842,123.19222652627842,6.458605222393166,6.458605222393166,6.458605222393166,3.4718795045085415,3.4718795045085415,3.4718795045085415,2.9867257178846236,2.9867257178846236,2.9867257178846236,0.0,0.0,0.0,129.65083174867158,130.72500610351562
59,1985-12-24,123.26007266056057,-828.2200928278726,957.5654932354175,123.26007266056057,123.26007266056057,5.287071384085113,5.287071384085113,5.287071384085113,1.6518667565761151,1.6518667565761151,1.6518667565761151,3.635204627508997,3.635204627508997,3.635204627508997,0.0,0.0,0.0,128.54714404464568,130.02999877929688
60,1985-12-26,123.39576492912488,-795.5936189615436,967.2917288703759,123.39576492912488,123.39576492912488,7.884502632050792,7.884502632050792,7.884502632050792,2.4371643160473657,2.4371643160473657,2.4371643160473657,5.447338316003425,5.447338316003425,5.447338316003425,0.0,0.0,0.0,131.28026756117566,130.34500122070312
61,1985-12-27,123.46361106340703,-713.371674687304,1062.492723460318,123.46361106340703,123.46361106340703,1.6230590236073221,1.6230590236073221,1.6230590236073221,-4.92657852931987,-4.92657852931987,-4.92657852931987,6.549637552927192,6.549637552927192,6.549637552927192,0.0,0.0,0.0,125.08667008701435,131.48500061035156
62,1985-12-30,123.6671494662535,-730.2712167135667,1057.9721202091073,123.6671494662535,123.6671494662535,13.679842210149674,13.679842210149674,13.679842210149674,3.4718795045061834,3.4718795045061834,3.4718795045061834,10.20796270564349,10.20796270564349,10.20796270564349,0.0,0.0,0.0,137.34699167640318,131.94500732421875
63,1985-12-31,123.73499560053565,-738.322522429516,955.793307802384,123.73499560053565,123.73499560053565,13.067433637113256,13.067433637113256,13.067433637113256,1.6518667565756533,1.6518667565756533,1.6518667565756533,11.415566880537604,11.415566880537604,11.415566880537604,0.0,0.0,0.0,136.8024292376489,132.2949981689453
64,1986-01-02,123.87068786909998,-777.9522556113693,984.504524077808,123.87068786909998,123.87068786909998,16.023549484760096,16.023549484760096,16.023549484760096,2.4371643160408274,2.4371643160408274,2.4371643160408274,13.586385168719266,13.586385168719266,13.586385168719266,0.0,0.0,0.0,139.8942373538601,131.2550048828125
65,1986-01-03,123.93853400338213,-716.4229196434982,1053.7833913534316,123.93853400338213,123.93853400338213,9.555518632000345,9.555518632000345,9.555518632000345,-4.926578529318415,-4.926578529318415,-4.926578529318415,14.48209716131876,14.48209716131876,14.48209716131876,0.0,0.0,0.0,133.49405263538247,130.5500030517578
66,1986-01-06,124.1420724062286,-706.7391794487448,1040.5960161896585,124.1420724062286,124.1420724062286,19.567521609423384,19.567521609423384,19.567521609423384,3.471879504506019,3.471879504506019,3.471879504506019,16.095642104917363,16.095642104917363,16.095642104917363,0.0,0.0,0.0,143.709594015652,130.35499572753906
67,1986-01-07,124.20991854051077,-762.446337927312,1031.8718273246764,124.20991854051077,124.20991854051077,17.87256720703123,17.87256720703123,17.87256720703123,1.6518667565758316,1.6518667565758316,1.6518667565758316,16.2207004504554,16.2207004504554,16.2207004504554,0.0,0.0,0.0,142.082485747542,132.7899932861328
68,1986-01-08,124.27776467479292,-685.3988668743816,1023.5079331973296,124.27776467479292,124.27776467479292,19.4918428193105,19.4918428193105,19.4918428193105,3.363716534335809,3.363716534335809,3.363716534335809,16.12812628497469,16.12812628497469,16.12812628497469,0.0,0.0,0.0,143.7696074941034,131.16000366210938
69,1986-01-09,124.34561080907508,-738.0789616234024,975.8327411459281,124.34561080907508,124.34561080907508,18.258717956994747,18.258717956994747,18.258717956994747,2.4371643160449206,2.4371643160449206,2.4371643160449206,15.821553640949828,15.821553640949828,15.821553640949828,0.0,0.0,0.0,142.60432876606984,128.8000030517578
70,1986-01-10,124.41345694335723,-762.3017310607273,989.4477190002078,124.41345694335723,124.41345694335723,10.385018804794322,10.385018804794322,10.385018804794322,-4.926578529319248,-4.926578529319248,-4.926578529319248,15.311597334113571,15.311597334113571,15.311597334113571,0.0,0.0,0.0,134.79847574815156,129.56500244140625
71,1986-01-13,124.61699534620371,-765.9806487677643,1019.0641187590988,124.61699534620371,124.61699534620371,16.238091961403764,16.238091961403764,16.238091961403764,3.4718795045071715,3.4718795045071715,3.4718795045071715,12.766212456896595,12.766212456896595,12.766212456896595,0.0,0.0,0.0,140.85508730760748,129.09500122070312
72,1986-01-14,124.68484148048586,-788.9040324077646,988.6718666422539,124.68484148048586,124.68484148048586,13.328429159228214,13.328429159228214,13.328429159228214,1.651866756575369,1.651866756575369,1.651866756575369,11.676562402652843,11.676562402652843,11.676562402652843,0.0,0.0,0.0,138.01327063971408,129.17999267578125
73,1986-01-15,124.75268761476802,-784.7694069169905,1043.1310340824994,124.75268761476802,124.75268761476802,13.890487156216627,13.890487156216627,13.890487156216627,3.363716534332775,3.363716534332775,3.363716534332775,10.526770621883854,10.526770621883854,10.526770621883854,0.0,0.0,0.0,138.64317477098464,131.53500366210938
74,1986-01-16,124.82053374905017,-738.6923587034772,1039.988333790304,124.82053374905017,124.82053374905017,11.795286485492293,11.795286485492293,11.795286485492293,2.437164316053128,2.437164316053128,2.437164316053128,9.358122169439163,9.358122169439163,9.358122169439163,0.0,0.0,0.0,136.61582023454247,133.05999755859375
75,1986-01-17,124.88837988333233,-756.4011480588647,1000.2910153550217,124.88837988333233,124.88837988333233,3.287068735015424,3.287068735015424,3.287068735015424,-4.926578529317793,-4.926578529317793,-4.926578529317793,8.213647264333218,8.213647264333218,8.213647264333218,0.0,0.0,0.0,128.17544861834776,132.77000427246094
76,1986-01-20,125.0919182861788,-700.3960330464719,1024.0047681139038,125.0919182861788,125.0919182861788,8.827162829902838,8.827162829902838,8.827162829902838,3.4718795045070077,3.4718795045070077,3.4718795045070077,5.355283325395829,5.355283325395829,5.355283325395829,0.0,0.0,0.0,133.91908111608163,131.60499572753906
77,1986-01-21,125.15976442046096,-678.0352982756866,963.602178888243,125.15976442046096,125.15976442046096,6.380300918690128,6.380300918690128,6.380300918690128,1.651866756581326,1.651866756581326,1.651866756581326,4.728434162108803,4.728434162108803,4.728434162108803,0.0,0.0,0.0,131.54006533915108,131.08999633789062
78,1986-01-22,125.22761055474312,-790.2088596273155,1041.72363217674,125.22761055474312,125.22761055474312,7.68648022569129,7.68648022569129,7.68648022569129,3.3637165343365973,3.3637165343365973,3.3637165343365973,4.322763691354693,4.322763691354693,4.322763691354693,0.0,0.0,0.0,132.9140907804344,129.61500549316406
79,1986-01-23,125.29545668902527,-747.4993664760331,996.0758705671492,125.29545668902527,125.29545668902527,6.602587623603481,6.602587623603481,6.602587623603481,2.4371643160498486,2.4371643160498486,2.4371643160498486,4.165423307553633,4.165423307553633,4.165423307553633,0.0,0.0,0.0,131.89804431262874,129.27000427246094
80,1986-01-24,125.36330282330744,-736.4048531499094,978.9890334849811,125.36330282330744,125.36330282330744,-0.6496013810201938,-0.6496013810201938,-0.6496013810201938,-4.926578529320908,-4.926578529320908,-4.926578529320908,4.276977148300714,4.276977148300714,4.276977148300714,0.0,0.0,0.0,124.71370144228725,130.1999969482422
